Image index,image loading time,image preprocessing time,network inference time,image processing time,image overall time
783,0.19825339317321777,0.11373305320739746,0.005385398864746094,0.11919403076171875,0.34741902351379395
784,0.16701126098632812,0.06659984588623047,0.005378007888793945,0.07205462455749512,0.2512376308441162
785,0.25803613662719727,0.10903811454772949,0.0054912567138671875,0.11460566520690918,0.3902766704559326
786,0.12607979774475098,0.05510067939758301,0.005417346954345703,0.06059408187866211,0.2095937728881836
787,0.16361284255981445,0.06733274459838867,0.005472898483276367,0.07288265228271484,0.2494492530822754
788,0.2105393409729004,0.0954742431640625,0.0054779052734375,0.1010286808013916,0.3247642517089844
789,0.10568785667419434,0.051831960678100586,0.005361080169677734,0.05726885795593262,0.18482184410095215
790,0.1048436164855957,0.059413909912109375,0.0053827762603759766,0.06487298011779785,0.1770915985107422
791,0.12406110763549805,0.05337715148925781,0.005395650863647461,0.058849334716796875,0.19283628463745117
792,0.14352893829345703,0.08614802360534668,0.0053708553314208984,0.0915977954864502,0.24576592445373535
793,0.1954634189605713,0.0861055850982666,0.005429983139038086,0.09161114692687988,0.30141353607177734
794,0.19024944305419922,0.08581662178039551,0.005391836166381836,0.09128546714782715,0.2962915897369385
795,0.1961040496826172,0.09390616416931152,0.005448341369628906,0.09942913055419922,0.30919551849365234
796,0.11799120903015137,0.05877375602722168,0.005396366119384766,0.06424713134765625,0.20181035995483398
797,0.11899352073669434,0.06376075744628906,0.0054209232330322266,0.06925797462463379,0.19563055038452148
798,0.10202574729919434,0.039003610610961914,0.005476713180541992,0.044556379318237305,0.15508270263671875
799,0.1156461238861084,0.04645538330078125,0.005377531051635742,0.0519106388092041,0.1723947525024414
800,0.11499786376953125,0.046124935150146484,0.005548238754272461,0.051749229431152344,0.1714770793914795
801,0.11493754386901855,0.04587960243225098,0.005377769470214844,0.05133509635925293,0.17274928092956543
802,0.11421561241149902,0.04566526412963867,0.0054128170013427734,0.05115485191345215,0.17100000381469727
803,0.07262253761291504,0.03102874755859375,0.0054094791412353516,0.036513328552246094,0.11330318450927734
804,0.11260533332824707,0.04576396942138672,0.005364418029785156,0.051204681396484375,0.168410062789917
805,0.10647916793823242,0.04300570487976074,0.005408287048339844,0.048491477966308594,0.16045284271240234
806,0.08754825592041016,0.03874516487121582,0.005479097366333008,0.04429984092712402,0.13743352890014648
807,0.14718222618103027,0.060916900634765625,0.00542902946472168,0.0664219856262207,0.22168993949890137
808,0.19861984252929688,0.0856924057006836,0.005363941192626953,0.09113264083862305,0.30378246307373047
809,0.17008018493652344,0.06519508361816406,0.005368232727050781,0.07064080238342285,0.251636266708374
810,0.14299368858337402,0.0651400089263916,0.005444526672363281,0.07065987586975098,0.2245349884033203
